"Site","Depth","Temp","Temp_sd","Sal","Sal_sd","pH","pH_sd","POC","POC_SD","PON","PON_SD","CN","CN_SD","d13C","d13C_SD","d15N","d15N_SD"
"AB",6,28.105,1.11091579262565,35.233,0.7568339495019,7.9915,0.0292751413029053,113.794203389831,26.9552203956601,15.4571694915254,3.3641919619701,7.44567403406595,1.38821534948424,-22.8275862068966,1.86508013124015,4.86672413793103,2.22103891284903
"BB",4.5,29.0383333333333,0.972071800283117,36.4127777777778,0.701538515912118,7.75888888888889,0.134117192722066,432.087518518519,160.156054365115,71.9377407407407,31.8415125708475,6.22310276977693,1.19648030937673,-20.8490566037736,1.62191987868953,5.44944444444444,2.38184793224233
"NQ",4,28.4495081967213,1.26422100682529,35.3164575409836,0.567911320435552,8.05551724137931,0.0453900218493511,134.038360655738,84.9864057617516,15.6403606557377,4.7108512466177,8.33936108023241,2.80209907960083,-18.2833333333333,4.16641807168011,4.12067213114754,2.44893454194072
"VL",25,27.8236585365854,0.84564695972244,35.29,0.618089799301039,8.01487804878049,0.0278497712036842,85.4188113207547,34.5105462721496,10.9484905660377,3.90048138854799,8.07548481988107,3.14564270872623,-24.2549019607843,1.38337467455353,4.12862264150943,2.67464844006442
